HGNC ID	Approved symbol	Alias symbols	UniProt ID(supplied by UniProt)	OMIM ID(supplied by OMIM)	NCBI Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:42420	ZNF385D-AS2				100874221	ENSG00000223351
HGNC:42421	ZBTB20-AS2				100506673	ENSG00000241295
HGNC:42422	ZBTB20-AS3				104413890	ENSG00000239946
HGNC:42423	ZBTB20-AS4				100874131	ENSG00000242767
HGNC:42424	YBX1P3				100861556	ENSG00000240002
HGNC:42425	YBX1P4				100131012	ENSG00000213188
HGNC:42426	YBX1P5				100861569	ENSG00000251108
HGNC:42427	YBX1P6				402375	ENSG00000213539
HGNC:42428	YBX1P7				100861431	ENSG00000232349
HGNC:42429	YBX1P8				100861476	ENSG00000226048
HGNC:4243	GFRA1	RETL1, GDNFR, GFR-ALPHA-1, RET1L, TRNR1	P56159	601496	2674	ENSG00000151892
HGNC:42430	YBX1P9				100861470	ENSG00000236994
HGNC:42432	YBX1P10				158373	ENSG00000213866
HGNC:42434	SRGAP3-AS4				101927440	ENSG00000235830
HGNC:42435	ADAMTS9-AS2				100507098	ENSG00000241684
HGNC:42436	MAGI1-IT1				151877	ENSG00000272610
HGNC:42437	PTMAP8				728873	ENSG00000243014
HGNC:42438	ZNF587P1				100419751	ENSG00000223965
HGNC:42439	HHATL-AS1				100874044	ENSG00000230970
HGNC:4244	GFRA2	RETL2, GDNFRB, NTNRA, TRNR2	O00451	601956	2675	ENSG00000168546
HGNC:42440	MYLK-AS1				100506826	ENSG00000239523
HGNC:42442	MTAPP1				100874257	ENSG00000243025
HGNC:42443	MTAPP2				100420621	ENSG00000230077
HGNC:42444	GRM7-AS3				101927347	ENSG00000226258
HGNC:42445	BSN-DT				100132677	ENSG00000226913
HGNC:42446	ALDH1L1-AS2				100862662	ENSG00000246022
HGNC:42447	TEDDM2P				127671	ENSG00000233537
HGNC:42448	PGAM1P1				100130514	ENSG00000248271
HGNC:42449	PGAM1P2				392310	ENSG00000225639
HGNC:4245	GFRA3	GFRa-3	O60609	605710	2676	ENSG00000146013
HGNC:42450	PGAM1P3				100873887	ENSG00000230274
HGNC:42451	PGAM1P4				391508	ENSG00000214041
HGNC:42452	PGAM1P5				100132594	ENSG00000257150
HGNC:42453	PGAM1P6				100420567	ENSG00000224464
HGNC:42454	PGAM1P7				100420650	ENSG00000213997
HGNC:42455	PGAM1P8				440043	ENSG00000255200
HGNC:42456	PGAM1P9				100420681	ENSG00000249255
HGNC:42457	PGAM1P10				100420633	ENSG00000220515
HGNC:42459	PGAM1P12				390643	ENSG00000250825
HGNC:4246	GFRP1					
HGNC:42461	PGAM1P13				100129815	ENSG00000248838
HGNC:42464	PGAM1P11				100420660	ENSG00000233623
HGNC:42465	PGAM4P1				100421178	ENSG00000215197
HGNC:42466	PGAM4P2				100131611	ENSG00000248488
HGNC:42467	PGAM5P1				100421133	ENSG00000253224
HGNC:42468	CYP4F60P	CYP4F-se15[6:7:8]			107126294	ENSG00000230635
HGNC:42469	CYP4F61P	CYP4F-se16[6:7:8]			107457588	
HGNC:4247	GGCX	VKCFD1	P38435	137167	2677	ENSG00000115486
HGNC:42470	LINC00342				150759	ENSG00000232931
HGNC:42471	RNY4P21				100862663	
HGNC:42472	RNY4P22				100873800	
HGNC:42473	RNY4P23				100873801	ENSG00000201377
HGNC:42474	RNY4P24				100862664	ENSG00000199605
HGNC:42475	RNY4P25				100862665	ENSG00000238711
HGNC:42476	RNY4P26				100873819	
HGNC:42477	RNY3P1				106478984	ENSG00000201955
HGNC:42478	RNY1P1				100873802	ENSG00000201242
HGNC:42479	RNY1P2				100862666	ENSG00000201690
HGNC:4248	GGH		Q92820	601509	8836	ENSG00000137563
HGNC:42480	RNY1P3				100873803	ENSG00000223158
HGNC:42481	RNY1P4				100873804	ENSG00000207325
HGNC:42482	RNY1P5				100862667	ENSG00000206617
HGNC:42483	RNY1P6				100873805	ENSG00000206920
HGNC:42484	RNY1P7				100873806	ENSG00000207474
HGNC:42485	RNY1P8				100873807	ENSG00000206697
HGNC:42486	RNY3P2				100862668	ENSG00000199788
HGNC:42487	RNY3P3				100862669	ENSG00000200686
HGNC:42488	RNY3P4				100873808	ENSG00000207157
HGNC:42489	RNY3P5				100873809	ENSG00000206854
HGNC:4249	GGPS1	GGPPS1	O95749	606982	9453	ENSG00000152904
HGNC:42490	RNY3P6				100873810	
HGNC:42491	RNY3P7				100862670	ENSG00000206800
HGNC:42492	RNY3P8				106478985	ENSG00000223298
HGNC:42493	RNY3P9				100862672	ENSG00000207458
HGNC:42494	RNY3P10				100873820	ENSG00000207495
HGNC:42495	RNY4P27				100873821	ENSG00000200211
HGNC:42496	RNY4P28				100873822	ENSG00000202151
HGNC:42497	RNY4P29				100873823	ENSG00000222733
HGNC:42498	RNY4P30				100862673	ENSG00000222148
HGNC:42499	RNY4P31				100862674	
HGNC:425	AKR1B1P2				236	ENSG00000213452
HGNC:4250	GGT1	D22S672, D22S732, CD224	P19440	612346	2678	ENSG00000100031
HGNC:42500	LINC00343				144920	ENSG00000226620
HGNC:42501	LINC00344					
HGNC:42502	UBAC2-AS1				100289373	ENSG00000228889
HGNC:42503	LINC00345				105370208	ENSG00000235660
HGNC:42504	RNU1-24P	U1.41			100873865	ENSG00000201155
HGNC:42505	RNU2-7P				100873824	ENSG00000222726
HGNC:42506	RNU2-6P				100873825	ENSG00000223336
HGNC:42507	RNU4-9P				100862675	ENSG00000201821
HGNC:42508	RNU4-10P				100862676	ENSG00000201253
HGNC:42509	HLX-AS1				100873924	ENSG00000257551
HGNC:4251	GGT2		P36268	137181	728441	ENSG00000133475
HGNC:42510	RNU5F-2P				100873826	ENSG00000251875
HGNC:42511	RNU5E-2P				100873827	
HGNC:42512	RNU5E-3P				100873828	ENSG00000251722
HGNC:42513	RNU5E-4P				100873829	ENSG00000201801
HGNC:42514	RNU5F-3P				100873866	ENSG00000200637
HGNC:42515	RNU5A-2P				100873830	ENSG00000207065
HGNC:42516	RNU5F-4P				100873867	ENSG00000252390
HGNC:42517	DENND5B-AS1				100874249	ENSG00000255867
HGNC:42518	RNU5F-5P				100873868	
HGNC:42519	RNU5A-3P				100873831	ENSG00000254172
HGNC:4252	GGT3P		A6NGU5		2679	ENSG00000197421
HGNC:42520	RNU5E-5P				100873869	ENSG00000202249
HGNC:42521	RNU5A-4P				100873870	ENSG00000252397
HGNC:42522	RNU5E-6P				100873832	ENSG00000202444
HGNC:42523	RNU5F-6P				100873833	ENSG00000199849
HGNC:42524	RNU5F-7P				100873834	ENSG00000200566
HGNC:42525	RNU5A-5P				100873835	ENSG00000222986
HGNC:42526	RNU5E-7P				100873836	ENSG00000202160
HGNC:42527	RNU5A-6P				100873871	ENSG00000206863
HGNC:42528	RNU5E-8P				100873837	ENSG00000200372
HGNC:42529	RNU5A-7P				100873872	ENSG00000251788
HGNC:4253	GGTA1		Q4G0N0	104175	2681	ENSG00000204136
HGNC:42530	RNU5A-8P				100873838	ENSG00000200972
HGNC:42531	RNU5F-8P				100873839	ENSG00000251750
HGNC:42532	RNU5E-9P				100873840	ENSG00000223096
HGNC:42533	RNU5E-10P				100873888	ENSG00000200376
HGNC:42534	RNU5D-2P				100873841	ENSG00000252521
HGNC:42536	CLCP2	LGALS10P1			100128145	ENSG00000226158
HGNC:42538	SLC20A1P3				646052	ENSG00000258706
HGNC:42539	SLC20A1P2				192128	ENSG00000273894
HGNC:4254	GGTA2P	HGT2			121328	ENSG00000237766
HGNC:42540	BTNL10	BUTR1, BTN4	A8MVZ5		100129094	ENSG00000215811
HGNC:42541	RNU6-51P					
HGNC:42542	RNU6-52P				100873761	
HGNC:42543	RNU6-53P				100873762	ENSG00000202237
HGNC:42544	RNU6-54P				106478986	ENSG00000202433
HGNC:42545	RNU6-55P				100873763	ENSG00000223024
HGNC:42546	RNU6-56P				100873764	ENSG00000252795
HGNC:42547	RNU6-57P				100873765	ENSG00000223280
HGNC:42548	RNU6-58P				100873766	ENSG00000252952
HGNC:42549	RNU6-59P				100873767	ENSG00000207518
HGNC:4255	GGTB1					
HGNC:42550	RNU6-60P				106480750	ENSG00000201662
HGNC:42551	RNU6-61P				106480435	ENSG00000202398
HGNC:42552	RNU6-62P				106478987	ENSG00000252335
HGNC:42553	RNU6-63P				100873768	ENSG00000252499
HGNC:42554	RNU6-64P				100873769	ENSG00000252928
HGNC:42555	RNU6-65P				106480751	ENSG00000252141
HGNC:42556	RNU6-66P				100873770	ENSG00000200267
HGNC:42557	RNU6-67P				100873771	ENSG00000222791
HGNC:42558	RNU6-68P				100873772	ENSG00000252385
HGNC:42559	RNU6-69P				100873773	
HGNC:4256	GGTB2					
HGNC:42560	RNU6-70P				106478988	ENSG00000252247
HGNC:42561	RNU6-71P				100873774	ENSG00000207203
HGNC:42562	RNU6-72P				100873775	ENSG00000207012
HGNC:42563	RNU6-73P				106478989	ENSG00000207330
HGNC:42564	RNU6-74P				106480752	ENSG00000206962
HGNC:42565	RNU6-75P				100873776	ENSG00000251753
HGNC:42566	RNU6-76P				100873777	ENSG00000206787
HGNC:42567	RNU6-77P				106481792	ENSG00000222486
HGNC:42568	RNU6-78P				100873778	ENSG00000199767
HGNC:42569	RNU6-79P				100873779	ENSG00000199381
HGNC:4257	GGTL1					
HGNC:42570	RNU6-80P				106478990	ENSG00000206922
HGNC:42571	RNU6-81P				100873780	ENSG00000202478
HGNC:42572	RNU6-82P				100873781	ENSG00000200840
HGNC:42573	RNU6-83P				100873782	ENSG00000207298
HGNC:42575	RNU4ATAC3P				106480753	ENSG00000252508
HGNC:4258	GGTL2					
HGNC:42586	RNA5SP18				100873273	ENSG00000212237
HGNC:42587	RNA5SP19				100873274	ENSG00000202056
HGNC:42588	RNA5SP20				100873275	ENSG00000251785
HGNC:42589	RNA5SP21				100873276	ENSG00000222849
HGNC:4259	GGT7	D20S101, dJ18C9.2	Q9UJ14	612342	2686	ENSG00000131067
HGNC:42590	RNA5SP22				100873277	ENSG00000202263
HGNC:42591	RNA5SP23				100873278	ENSG00000212308
HGNC:426	ALFN1	HALF1				
HGNC:4260	GGT5	GGT-REL	P36269	137168	2687	ENSG00000099998
HGNC:42600	RNA5SP24				100873356	ENSG00000252287
HGNC:42601	RNA5SP25				100873357	ENSG00000222747
HGNC:42602	RNA5SP26				100873358	ENSG00000199276
HGNC:42603	RNA5SP27				100873359	ENSG00000200709
HGNC:42604	RNA5SP28				100873360	ENSG00000200711
HGNC:42605	RNA5SP29				100873361	ENSG00000222920
HGNC:42606	RNA5SP30				100873362	ENSG00000202422
HGNC:42607	RNA5SP31				100873363	ENSG00000223076
HGNC:42608	RNA5SP32					
HGNC:42609	RNA5SP33				100873365	ENSG00000252496
HGNC:4261	GH1	GH-N, GHN, GH, hGH-N	P01241	139250	2688	ENSG00000259384
HGNC:42610	RNA5SP34				100873366	ENSG00000252696
HGNC:42611	RNA5SP35				100873367	ENSG00000212559
HGNC:42612	RNA5SP36				100873368	ENSG00000222129
HGNC:42613	RNA5SP37				100873369	ENSG00000202290
HGNC:42614	RNA5SP38				100873370	ENSG00000222682
HGNC:42615	RNA5SP39				100873371	ENSG00000223177
HGNC:42616	RNU7-87P				100873842	ENSG00000238500
HGNC:42617	RNU7-88P				100873843	ENSG00000239003
HGNC:42618	RNU7-89P				100873844	
HGNC:42619	RN7SKP1				100873845	ENSG00000202395
HGNC:4262	GH2	GH-V, GHV, GHL, hGH-V	P01242	139240	2689	ENSG00000136487
HGNC:42620	RN7SKP2				100873846	ENSG00000252812
HGNC:42621	RN7SKP3				100873847	ENSG00000223341
HGNC:42622	RN7SKP4				100873848	ENSG00000271818
HGNC:42623	RN7SKP5				100873849	ENSG00000252854
HGNC:42624	RN7SKP6				100873850	ENSG00000201665
HGNC:42625	RN7SKP7				100873851	ENSG00000222472
HGNC:42626	RN7SKP8				100873852	ENSG00000222969
HGNC:42627	RN7SKP9				100873853	ENSG00000201793
HGNC:42628	RN7SKP10				100873873	ENSG00000201161
HGNC:42629	DMD-AS1					
HGNC:4263	GHR	GHBP	P10912	600946	2690	ENSG00000112964
HGNC:42630	TBCAP1				494540	ENSG00000226781
HGNC:42631	TBCAP2				494541	ENSG00000235829
HGNC:42632	TBCAP3				101290501	ENSG00000249055
HGNC:42633	H2BP6				100820735	ENSG00000226908
HGNC:42635	POM121L13P				100874379	ENSG00000236339
HGNC:42637	WDR95P				100873795	ENSG00000231894
HGNC:42638	MOB1AP1				100873874	ENSG00000228241
HGNC:42639	MOB1AP2				100873854	ENSG00000233810
HGNC:4264	GHRF					
HGNC:42640	GTF2IP3				645686	ENSG00000187721
HGNC:42641	ATP8A2P3				100874518	ENSG00000233963
HGNC:42642	HIGD1AP2				100874450	ENSG00000237148
HGNC:42643	PSPC1P2				100873875	ENSG00000244615
HGNC:42644	TPTE2P6				374491	ENSG00000205822
HGNC:42645	UBBP5				100873783	ENSG00000228074
HGNC:42646	PPIAP27				100874405	ENSG00000234363
HGNC:42647	H2ACP1				100509927	ENSG00000223383
HGNC:42648	RPL36P19				100873855	ENSG00000232540
HGNC:42649	MRPS31P4				100885866	ENSG00000250299
HGNC:4265	GHRH		P01286	139190	2691	ENSG00000118702
HGNC:42650	POLR2KP1				100874515	ENSG00000258284
HGNC:42652	POLR2KP2				100129174	ENSG00000224510
HGNC:42655	KIRREL3-AS1				100874250	ENSG00000257271
HGNC:42656	KIRREL3-AS2				100874251	ENSG00000254960
HGNC:42658	LINC00348				100885781	ENSG00000226846
HGNC:42659	CCDC75P1				344709	ENSG00000182921
HGNC:4266	GHRHR		Q02643	139191	2692	ENSG00000106128
HGNC:42660	MEAF6P1				100874045	ENSG00000240286
HGNC:42661	PKP4P1				402116	ENSG00000229670
HGNC:42662	ABCD1P5				642762	ENSG00000214330
HGNC:42667	LINC00349				100874135	ENSG00000231238
HGNC:42668	LINC00350				100874136	ENSG00000225316
HGNC:42669	LINC00351				100874137	ENSG00000226317
HGNC:4267	GHSR		Q92847	601898	2693	ENSG00000121853
HGNC:42670	LINC00352				100874138	ENSG00000227893
HGNC:42671	LINC00353				100874139	ENSG00000236176
HGNC:42672	LINC00354				101928616	ENSG00000226903
HGNC:42673	FAM205C		A6NFA0		100129969	ENSG00000187791
HGNC:42674	SMIM2-AS1				101929212	ENSG00000227258
HGNC:42675	LINC00356					
HGNC:42676	FAM207CP				727987	ENSG00000232797
HGNC:42677	LINC00357					
HGNC:42678	LINC00358				100874143	ENSG00000229578
HGNC:42679	LINC00359				100887754	
HGNC:4268	CBLIF	TCN3, IF, IFMH, INF	P27352	609342	2694	ENSG00000134812
HGNC:42681	LINC00361					
HGNC:42682	LINC00362				100874144	ENSG00000229483
HGNC:42684	LINC00363	TCONS_00021586			104326053	ENSG00000232849
HGNC:42686	LINC00364	LncRNA00364			100874145	ENSG00000230040
HGNC:42687	LINC00365				100874146	ENSG00000224511
HGNC:42688	LINC00366				100874147	ENSG00000229437
HGNC:42689	LINC00367	TCONS_l2_00007488			101930748	
HGNC:4269	GINGF	HGF, GF1				
HGNC:42690	LINC00368				101927802	ENSG00000225870
HGNC:42691	INTS6-AS1				100507398	ENSG00000236778
HGNC:42692	LINC00370				105370357	ENSG00000223617
HGNC:42693	C13orf42		A0A1B0GVH6		647166	ENSG00000226792
HGNC:42694	LINC00372					
HGNC:42695	LINC00373				105370306	ENSG00000231019
HGNC:42698	LINC00374				106144531	ENSG00000232954
HGNC:42699	LINC00375				104355140	ENSG00000226370
HGNC:427	ALK	CD246	Q9UM73	105590	238	ENSG00000171094
HGNC:4270	GIP		P09681	137240	2695	ENSG00000159224
HGNC:42700	OBI1-AS1				100874222	ENSG00000234377
HGNC:42701	LINC00376	RP11-527N12.1			104355293	ENSG00000227564
HGNC:42702	PSPC1-OT1					
HGNC:42703	LINC00377	TCONS_00021861			103724386	ENSG00000229246
HGNC:42704	LINC00378				101926930	ENSG00000225249
HGNC:42705	LINC00379				100874150	ENSG00000229557
HGNC:42706	LINC00380	TCONS_00021685			101930747	ENSG00000234625
HGNC:42707	NUP210P2				100129929	ENSG00000225275
HGNC:42708	LINC00381				100874151	ENSG00000226240
HGNC:42709	LINC00382	TCONS_00021500			101927195	ENSG00000229175
HGNC:4271	GIPR		P48546	137241	2696	ENSG00000010310
HGNC:42710	LINC00383				103689913	ENSG00000235221
HGNC:42711	LINC00384				102157400	ENSG00000232117
HGNC:42712	NUP210P3				100419070	ENSG00000248916
HGNC:42713	LINC00385				105370141	ENSG00000232643
HGNC:42715	LINC00387				100874152	ENSG00000231914
HGNC:42716	LINC00388				100874153	ENSG00000229788
HGNC:42718	LINC00390	TCONS_00021641			105370183	ENSG00000226519
HGNC:42719	LINC00391				101927248	ENSG00000238230
HGNC:4272	GIT1		Q9Y2X7	608434	28964	ENSG00000108262
HGNC:42720	LINC00392				100874155	ENSG00000228295
HGNC:42721	LINC00393				100874156	ENSG00000224853
HGNC:42723	LINC00395				100874157	ENSG00000231061
HGNC:42724	LINC00396				104355146	ENSG00000231428
HGNC:42725	LINC00397	TCONS_00021582			101930749	ENSG00000223404
HGNC:42727	LINC00398				100874158	ENSG00000237879
HGNC:42728	LINC00399	TCONS_00021596			104326054	ENSG00000229792
HGNC:42729	LINC00400				100874159	ENSG00000229928
HGNC:4273	GIT2	KIAA0148, PKL	Q14161	608564	9815	ENSG00000139436
HGNC:42731	LINC00401	TCONS_00021564				
HGNC:42732	LINC00402				100507612	ENSG00000235532
HGNC:42733	SOX1-OT				100505996	ENSG00000224243
HGNC:42734	LINC00404				100874160	ENSG00000229520
HGNC:42735	SCGB1D5P				100874258	ENSG00000248287
HGNC:42737	ANKRD20A19P				400110	ENSG00000196593
HGNC:42739	LINC00407				106144541	ENSG00000237585
HGNC:4274	GJA1	CX43, ODD, ODOD, SDTY3	P17302	121014	2697	ENSG00000152661
HGNC:42740	LINC00408				100652856	ENSG00000226250
HGNC:42742	LINC00410				144776	ENSG00000231674
HGNC:42743	NALCN-AS1				100885778	ENSG00000233009
HGNC:42744	LINC00411				100874161	ENSG00000229599
HGNC:42745	LINC00412				102723332	ENSG00000234772
HGNC:42746	LINC00413					
HGNC:42747	LINC00414					
HGNC:42748	LINC00415				107984009	ENSG00000231983
HGNC:4275	GJA1P1				2698	ENSG00000176857
HGNC:42751	LINC00417					
HGNC:42752	LINC00418					
HGNC:42753	LINC00419					
HGNC:42754	LINC00420					
HGNC:42755	LINC00421				100287114	ENSG00000236834
HGNC:42757	LINC00422					
HGNC:42758	LINC00423				100874167	ENSG00000226968
HGNC:4276	GJA2	CX38				
HGNC:42761	LINC00426				100188949	ENSG00000238121
HGNC:42762	LINC00427				100507040	ENSG00000236463
HGNC:42763	LINC00428				104355147	ENSG00000229546
HGNC:42765	LINC00430	TCONS_00021581			106144533	ENSG00000233528
HGNC:42766	LINC00431				104355135	ENSG00000225760
HGNC:42768	LINC00433				100874168	ENSG00000229443
HGNC:42769	LINC00434				100874169	ENSG00000227336
HGNC:4277	GJA3	CX46	Q9Y6H8	121015	2700	ENSG00000121743
HGNC:42770	LINC00598	TTL, lncFOXO1		619008	646982	ENSG00000215483
HGNC:42772	LINC00437	TCONS_00021639			101929121	ENSG00000236354
HGNC:42773	MIR4500HG				642345	ENSG00000228824
HGNC:42774	FGF14-IT1				283480	ENSG00000243319
HGNC:42775	LINC00438					
HGNC:42776	LINC00439					
HGNC:42777	LINC00440				100874172	ENSG00000234660
HGNC:42778	RB1-DT	ncRNA-RB1			100862704	ENSG00000231473
HGNC:42779	LINC00442				348021	ENSG00000232685
HGNC:4278	GJA4	CX37	P35212	121012	2701	ENSG00000187513
HGNC:42780	LINC00443				100874173	ENSG00000230156
HGNC:42781	LINC00444					
HGNC:42782	LINC00445				100507114	ENSG00000236036
HGNC:42783	LINC00446				100874175	ENSG00000229249
HGNC:42784	TEX26-AS1				100507064	ENSG00000224743
HGNC:42785	LINC00448				100874176	ENSG00000228669
HGNC:42786	LINC00449				106478991	ENSG00000203441
HGNC:42787	CXorf51B		P0DPH9		100133053	ENSG00000235699
HGNC:4279	GJA5	CX40	P36382	121013	2702	ENSG00000265107
HGNC:42790	KCNQ1-AS1				338653	ENSG00000229414
HGNC:42791	COX6CP5				100862855	ENSG00000254642
HGNC:42792	ZNRF2P1				441208	ENSG00000237004
HGNC:42793	ZNRF2P2				100271874	ENSG00000225264
HGNC:42795	SLC25A30-AS1				100874259	ENSG00000251015
HGNC:42797	SNORD116-30	HBII-85-30			100873856	ENSG00000252277
HGNC:42798	SNORD115-46	HBII-52-46			100873857	ENSG00000276844
HGNC:428	ALMS1	KIAA0328	Q8TCU4	606844	7840	ENSG00000116127
HGNC:4280	GJC1	CX45	P36383	608655	10052	ENSG00000182963
HGNC:42800	LINC00452				643365	ENSG00000229373
HGNC:42801	LINC00453					
HGNC:42802	LINC00454				100874178	ENSG00000226921
HGNC:42804	LINC00456				103625683	ENSG00000233124
HGNC:42805	LINC00457				100874179	ENSG00000225179
HGNC:42806	PARP4-AS1					
HGNC:42807	LINC00458	LncRNA-ES3, ES3			100507428	ENSG00000234787
HGNC:42808	LINC00459				100874180	ENSG00000229307
HGNC:42809	LINC00460				728192	ENSG00000233532
HGNC:4281	GJA8	CX50	P48165	600897	2703	ENSG00000121634
HGNC:42810	LINC00461	EyeLinc1, Visc-1a, Visc-1b, Visc-2, LOC645323, ECONEXIN, NDIME		616611	645323	ENSG00000245526
HGNC:42811	LINC00462				100129597	ENSG00000233610
HGNC:42812	MRPL23-AS1				100133545	ENSG00000226416
HGNC:42813	LINC00463	TCONS_l2_00007499			101928922	ENSG00000234056
HGNC:42814	LINC00464					
HGNC:42815	LINC00424				100874182	ENSG00000226722
HGNC:42816	RNA5SP40				100873279	ENSG00000252956
HGNC:42817	RNA5SP41				100873280	ENSG00000222952
HGNC:42818	RNA5SP42				100873281	ENSG00000201148
HGNC:42819	RNA5SP43				100873282	ENSG00000252368
HGNC:4282	GJAL					
HGNC:42820	RNA5SP44				100873283	ENSG00000222378
HGNC:42821	RNA5SP45				100873284	ENSG00000252563
HGNC:42822	RNA5SP46				100873285	ENSG00000199240
HGNC:42823	RNA5SP47				100873286	ENSG00000253039
HGNC:42824	RNA5SP48				100873287	ENSG00000200839
HGNC:42825	RNA5SP49				100873288	ENSG00000252259
HGNC:42827	RNA5SP50				106478992	ENSG00000200601
HGNC:42828	RNA5SP51				100873289	ENSG00000201620
HGNC:42829	RNA5SP52				100873290	ENSG00000199318
HGNC:4283	GJB1	CX32	P08034	304040	2705	ENSG00000169562
HGNC:42830	RNA5SP53				100873291	ENSG00000212601
HGNC:42831	RNA5SP54				100873292	ENSG00000252760
HGNC:42832	RNA5SP55				100873293	ENSG00000252510
HGNC:42833	RNA5SP56				100873294	ENSG00000222209
HGNC:42834	RNA5SP57				106480754	ENSG00000238765
HGNC:42835	RNA5SP58					
HGNC:42836	RNA5SP59				106480357	ENSG00000222854
HGNC:42837	RNA5SP60				100873295	ENSG00000222552
HGNC:42838	RNA5SP61				100873296	ENSG00000252262
HGNC:42839	RNA5SP62				100873297	ENSG00000200327
HGNC:4284	GJB2	CX26, NSRD1	P29033	121011	2706	ENSG00000165474
HGNC:42840	RNA5SP63				100873298	ENSG00000212527
HGNC:42841	RNA5SP64				100873299	ENSG00000207341
HGNC:42842	RNA5SP65				100873300	ENSG00000200036
HGNC:42843	RNA5SP66				100873301	ENSG00000252987
HGNC:42844	RNA5SP67				100873302	ENSG00000252231
HGNC:42845	RNA5SP68				100873303	ENSG00000200755
HGNC:42846	RNA5SP69				100873304	ENSG00000201347
HGNC:42847	RNA5SP70				106480436	ENSG00000252977
HGNC:42848	RNA5SP71				100873305	
HGNC:42849	RNA5SP72				100873306	ENSG00000201312
HGNC:4285	GJB3	CX31	O75712	603324	2707	ENSG00000188910
HGNC:42850	RNA5SP73				100873307	ENSG00000252553
HGNC:42851	RNA5SP74				100873308	ENSG00000200408
HGNC:42852	RNA5SP75				100873309	ENSG00000252650
HGNC:42853	RNA5SP76				100873310	ENSG00000252086
HGNC:42854	RNA5SP77				100873311	ENSG00000202264
HGNC:42855	RNA5SP78				100873312	ENSG00000201492
HGNC:42856	RNA5SP79				100873313	ENSG00000202063
HGNC:42857	RNA5SP80				100873314	ENSG00000222407
HGNC:42858	RNA5SP81					
HGNC:42859	RNA5SP82				100873316	ENSG00000252516
HGNC:4286	GJB4	CX30.3	Q9NTQ9	605425	127534	ENSG00000189433
HGNC:42860	CAHM	LINC00468		615930	100526820	ENSG00000270419
HGNC:42861	PIEZO1P2				100874493	ENSG00000237121
HGNC:42862	ZNF192P2				222701	ENSG00000218016
HGNC:42863	GMCL1P2				100420975	ENSG00000271070
HGNC:42864	OSTCP2				646567	ENSG00000225294
HGNC:42865	OSTCP3				646557	ENSG00000269608
HGNC:42866	OSTCP4				645264	ENSG00000220924
HGNC:42867	OSTCP5				100874386	ENSG00000234315
HGNC:42868	OSTCP6				100874387	ENSG00000219790
HGNC:42869	OSTCP8				100874388	ENSG00000226801
HGNC:4287	GJB5	CX31.1	O95377	604493	2709	ENSG00000189280
HGNC:42870	OSTCP7				100874391	
HGNC:42871	MIR137HG				400765	ENSG00000225206
HGNC:42872	CARMN	CARMEN			728264	ENSG00000249669
HGNC:42873	H3P12	p18			100689229	ENSG00000230618
HGNC:42874	CBX3P2				645158	ENSG00000266405
HGNC:42875	CBX3P3				100421861	ENSG00000250045
HGNC:42876	CBX3P4				100873792	ENSG00000256030
HGNC:42877	CBX3P5				100421943	ENSG00000257666
HGNC:42878	CBX3P6				642721	ENSG00000228837
HGNC:42879	CBX3P7				100421975	ENSG00000197692
HGNC:4288	GJB6	EDH, HED, CX30	O95452	604418	10804	ENSG00000121742
HGNC:42880	CBX3P8				100286965	ENSG00000254496
HGNC:42881	CBX3P9				644101	ENSG00000217241
HGNC:42882	RNA5SP84				100873317	ENSG00000201610
HGNC:42883	RNA5SP85				100873318	
HGNC:42884	RNA5SP86				100873319	ENSG00000212171
HGNC:42885	RNA5SP87				100873320	ENSG00000206882
HGNC:42886	RNA5SP88				100873321	ENSG00000202430
HGNC:42887	RNA5SP89				100873322	ENSG00000222232
HGNC:42888	RNA5SP90				100873323	ENSG00000201671
HGNC:42889	RNA5SP91				100873324	ENSG00000212204
HGNC:4289	GK	GK1, GKD	P32189	300474	2710	ENSG00000198814
HGNC:42890	RNA5SP92				100873325	ENSG00000252246
HGNC:42891	RNA5SP93				100873326	ENSG00000199395
HGNC:42892	RNA5SP94				100873327	ENSG00000252726
HGNC:42893	RNA5SP95				100873328	ENSG00000222251
HGNC:42894	RNA5SP96				100873329	ENSG00000251850
HGNC:42895	RNA5SP97				100873330	ENSG00000201876
HGNC:42896	RNA5SP98				100873331	ENSG00000200028
HGNC:42897	RNA5SP99				106478993	ENSG00000200890
HGNC:42898	RNA5SP100				106480755	ENSG00000222835
HGNC:42899	RNA5SP101				100873372	ENSG00000252845
HGNC:429	ALOX12	12S-LOX	P18054	152391	239	ENSG00000108839
